p-HH9,Dawn Patrol,1930,Hawks,5.280000
p-AAn10,Gas Food Lodging,1992,Anders,11.470000
p-PCo12,The Spiral Staircase,1975,Collinson,17.910000
p-MvC10,Evel Knievel,1971,Chomsky,17.379999
p-KFr1,The Mummy,1932,Freund,11.600000
p-BdP19,The Untouchables,1987,B.dePalma,12.060000
p-Z4104,The First of the Few,1942,Unknown41,19.420000
p-JoD5,Hollywood Boulevard,1976,Dante,14.350000
p-EBz35,Go West,1940,Buzzell,16.559999
p-PhD9,Wild in the Country,1961,Ph.Dunne,6.080000
p-RiC10,Hell's Angels Forever,1983,Chase,17.590000
p-WoP20,Outbreak,1995,Petersen,10.050000
p-StR10,The Ex-Mrs.~Bradford,1936,S.Roberts,17.590000
p-RDL13,Royal Flash,1975,R.Lester,14.960000
p-WoP22,Air Force One,1997,Petersen,15.610000
p-BRB7,The Getting of Wisdom,1980,Beresford,12.320000
p-SNz10,Georgy Girl,1966,Narizzano,19.030001
p-RLi20,All I want for Christmas,1991,Lieberman,14.450000
p-RDL10,The Three Musketeers,1973,R.Lester,19.200001
p-WRi20,A Night in the Life of Jimmy Reardon,1985,Richert,13.490000
p-SaF20,Big Red One,1972,Fuller,14.700000
p-KBi5,Interlude,1968,Billington,16.240000
p-PGD11,Der Ehekaefig,1974,GranierDeferre,10.670000
p-PhD2,A View from Pompey's Head,1955,Ph.Dunne,5.120000
p-GM242,Money From Home,1954,Geo.Marshall,17.900000
p-WoP25,The Storm,2000,Petersen,8.750000
p-PaH123,The Old Pro,1961,Henreid,13.290000
p-OP31,Exodus,1960,Preminger,14.380000
p-PaH126,What Frightened You, Fred?,1962,Henreid,15.880000
p-RHa10,The Scapegoat,1959,Hamer,11.910000
p-OP30,Anatomy of a Murder,1959,Preminger,5.370000
p-ARb1,Batteries Not Included,1987,A.Robbins,7.360000
p-GLC2,So's Your Old Man,1926,LaCava,12.920000
p-VlM10,Moscow Does Not Believe in Tears,1980,Menshov,18.450001
p-RbG10,It Came from beneath the Sea,1955,Rbt.Gordon,17.750000
p-PaH120,Self Defense,1961,Henreid,15.270000
p-RZL20,The Great Ziegfeld,1936,Leonard,16.750000
p-WiW12,Paris, Texas,1984,Wenders,7.400000
p-WRe10,101 Dalmatians,1961,Reitherman,17.820000
p-CDM32,The Squaw Man,1918,DeMille,12.450000
p-RZL26,Pride and Prejudice,1940,Leonard,11.600000
p-OP26,The Man with the Golden Arm,1956,Preminger,15.040000
p-RZL28,Ziegfeld Girl,1942,Leonard,18.180000
p-OP24,Carmen Jones,1954,Preminger,19.850000
p-IdB10,Attack of the Killer Tomatoes,1978,deBello,15.900000
p-NAC10,Jungle Hell,1956,Cerf,7.720000
p-OP20,Angel Face,1952,Preminger,11.040000
p-SuR5,How to Steal the World,1968,Roley,12.960000
p-PaH115,Letter of Credit,1960,Henreid,8.820000
p-CDM45,The Ten Commandments,1923,DeMille,10.020000
p-PaH116,The Last Escape,1961,Henreid,19.879999
p-RLG10,Living Out Loud,1998,LaGravenese,7.410000
p-PaH117,The Landlady,1961,Henreid,15.430000
p-IgR5,The Big Street,1942,Reis,18.940001
p-RaK9,Grandview U.S.A.,1984,Kleiser,13.480000
p-TMa1,Badlands,1973,Malick,10.790000
p-PaH118,Museum Piece,1961,Henreid,13.860000
p-RaK8,Summer Lovers,1982,Kleiser,11.220000
p-HJ7,Sitting Ducks,1980,Jaglom,5.030000
p-RaK7,The Blue Lagoon,1981,Kleiser,12.430000
p-IML100,Jonathan,1956,J.M.Lucas,5.370000
p-RaK5,Grease,1998,Kleiser,5.060000
p-TrJ15,Monty Python's the Meaning of Life,1983,T.Jones,5.320000
p-RaK3,The Boy in the Plastic Bubble,1976,Kleiser,19.719999
p-TYg40,Bloodline,1967,T.Young,16.160000
p-SG43,Le Destin Fabuleux de Desiree Clary,1942,Guitry,15.950000
p-LlB100,The French Line,1954,Bacon,17.980000
p-YYa62,What A Life! My Uncle Tora,1990,Yamada,10.250000
p-RWi31,The ,1965,R.Wise,17.340000
p-RWi33,Star!,1968,R.Wise,15.290000
p-LTu30,Second Thoughts,1982,Turman,12.810000
p-RWi36,The Hindenburg,1975,R.Wise,5.760000
p-OP15,The Fan,1949,Preminger,16.469999
p-RWi38,Star Trek, the Motion Picture,1979,R.Wise,19.340000
p-RSr10,How to Beat the High Cost of Living,1980,Scheerer,8.220000
p-OP13,Forever Amber,1947,Preminger,15.430000
p-MiA18,The Shoes of the Fisherman,1968,M.Anderson,14.310000
p-CDM40,The Affairs of Anatol,1921,DeMille,13.660000
p-SRo2,Road Hog,1959,Rosenberg,14.430000
p-CDM17,The Captive,1915,DeMille,6.220000
p-TYg18,From Russia With Love,1963,T.Young,5.160000
p-SRo1,Dead Weight,1959,Rosenberg,9.440000
p-GeW5,The Woman in Red,1984,G.Wilder,10.160000
p-EAD10,Vaudeville,1925,Dupont,14.140000
